name,active_from,active_to,career_length,birth_date,position,trad_position,ppg,trb,ast,fgp,per,ws,height_inches,weight,shooting_hand,hof,college,hs_name,hs_city,hs_state,url
Cedric Jackson,2009,2010,1,1986-03-05,Point Guard,Guard,1.7,0.7,1.2,30.0,5.5,-0.2,75.0,191.0,Right,0.0,"St. John's University, Cleveland State University",Northern Burlington County ,Columbus,New Jersey,/players/j/jacksce01.html
Darnell Jackson,2008,2011,3,1985-11-07,Power Forward,Forward,2.2,1.5,0.2,44.9,8.7,1.3,81.0,253.0,Right,0.0,University of Kansas,Midwest City ,Midwest City,Oklahoma,/players/j/jacksda01.html
Demetrius Jackson,2016,2019,3,1994-09-07,Point Guard,Guard,1.8,0.7,0.7,48.6,13.0,0.2,73.0,201.0,Right,0.0,University of Notre Dame,Marian ,Mishawaka,Indiana,/players/j/jacksde01.html
Frank Jackson,2018,2019,1,1998-05-04,Point Guard,Guard,8.1,2.2,1.1,43.4,9.4,0.4,75.0,205.0,Right,0.0,Duke University,Lone Peak ,Highland,Utah,/players/j/jacksfr01.html
Greg Jackson,1974,1975,1,1952-08-02,Shooting Guard,Guard,3.7,1.4,2.0,41.5,7.6,-0.1,72.0,180.0,Right,0.0,Guilford College,Tilden ,Brooklyn,New York,/players/j/jacksgr01.html
Jaren Jackson,1989,2002,13,1967-10-27,Shooting Guard,Guard,5.5,1.8,1.2,39.1,10.1,11.5,76.0,190.0,Right,0.0,Georgetown University,Walter Cohen ,New Orleans,Louisiana,/players/j/jacksja01.html
Jaren Jackson,2018,2019,1,1999-09-15,Power Forward,Forward,13.8,4.7,1.1,50.6,16.4,3.3,83.0,242.0,Right,0.0,Michigan State University,La Lumiere School ,La Porte,Indiana,/players/j/jacksja02.html
Jermaine Jackson,1999,2006,7,1976-06-07,Shooting Guard,Guard,1.9,1.1,1.4,40.1,8.8,1.0,76.0,204.0,Right,0.0,University of Detroit Mercy,Finney ,Detroit,Michigan,/players/j/jacksje01.html
Jim Jackson,1992,2006,14,1970-10-14,Shooting Guard,Guard,14.3,4.7,3.2,42.8,13.5,35.8,78.0,220.0,Right,0.0,Ohio State University,Macomber-Whitney ,Toledo,Ohio,/players/j/jacksji01.html
Josh Jackson,2017,2019,2,1997-02-10,Shooting Guard,Guard,12.3,4.5,1.9,41.5,11.2,-2.4,80.0,200.0,Right,0.0,University of Kansas,Prolific Prep/Justin-Siena HS ,Napa,California,/players/j/jacksjo02.html
Justin Jackson,2017,2019,2,1995-03-28,Small Forward,Forward,7.0,2.7,1.1,44.5,10.3,3.9,80.0,210.0,Right,0.0,University of North Carolina,Homeschool Christian Youth Association ,Houston,Texas,/players/j/jacksju01.html
Luke Jackson,1964,1972,8,1941-10-31,Center,Center,9.9,8.8,1.6,41.5,12.7,22.3,81.0,240.0,Right,0.0,University of Texas-Pan American,Morehouse ,Bastrop,Louisiana,/players/j/jackslu01.html
Luke Jackson,2004,2008,4,1981-11-06,Small Forward,Forward,3.5,1.2,0.8,35.7,9.3,0.2,79.0,215.0,Left,0.0,University of Oregon,Creswell ,Creswell,Oregon,/players/j/jackslu02.html
Marc Jackson,2000,2007,7,1975-01-16,Center,Center,8.4,4.3,0.8,44.6,14.1,13.0,82.0,270.0,Right,0.0,"Virginia Commonwealth University, Temple University",Roman Catholic ,Philadelphia,Pennsylvania,/players/j/jacksma02.html
Mark Jackson,1987,2004,17,1965-04-01,Point Guard,Guard,9.6,3.8,8.0,44.7,16.0,91.8,73.0,180.0,Right,0.0,St. John's University,Bishop Loughlin Memorial ,Brooklyn,New York,/players/j/jacksma01.html
Mervin Jackson,1968,1973,5,1946-08-15,Point Guard,Guard,11.6,3.3,3.1,41.1,11.8,7.5,75.0,175.0,Right,0.0,University of Utah,Beach ,Savannah,Georgia,/players/j/jacksme01.html
Michael Jackson,1987,1990,3,1964-07-13,Point Guard,Guard,2.1,0.8,2.2,36.9,7.7,-0.2,74.0,183.0,Right,0.0,Georgetown University,South Lakes ,Reston,Virginia,/players/j/jacksmi02.html
Mike Jackson,1972,1976,4,1949-07-31,Power Forward,Forward,10.2,5.7,1.0,50.8,13.3,9.0,79.0,215.0,Right,0.0,"California State University, Los Angeles",Cardozo ,Washington,District of Columbia,/players/j/jacksmi01.html
Myron Jackson,1986,1987,1,1964-05-06,Point Guard,Guard,1.4,0.4,0.8,22.2,10.6,0.0,75.0,185.0,Right,0.0,University of Arkansas at Little Rock,Hamburg ,Hamburg,Arkansas,/players/j/jacksmy01.html
Phil Jackson,1967,1980,13,1945-09-17,Power Forward,Forward,6.7,4.3,1.1,45.3,12.5,29.3,80.0,220.0,Left,0.0,University of North Dakota,Williston ,Williston,North Dakota,/players/j/jacksph01.html
Pierre Jackson,2016,2017,1,1991-08-29,Point Guard,Guard,4.4,1.1,2.4,33.3,13.0,0.0,70.0,180.0,Right,0.0,Baylor University,Desert Pines ,Las Vegas,Nevada,/players/j/jackspi01.html
Ralph Jackson,1984,1985,1,1962-10-26,Point Guard,Guard,2.0,1.0,4.0,33.3,15.6,0.0,74.0,190.0,Right,0.0,"University of California, Los Angeles",Inglewood ,Inglewood,California,/players/j/jacksra01.html
Randell Jackson,1998,2000,2,1976-01-16,Power Forward,Forward,4.1,1.9,0.3,42.6,11.5,-0.1,83.0,215.0,Right,0.0,Florida State University,Winchendon School ,Winchendon,Massachusetts,/players/j/jacksra02.html
Reggie Jackson,2011,2019,8,1990-04-16,Point Guard,Guard,12.9,3.0,4.4,42.9,16.1,28.2,75.0,208.0,Right,0.0,Boston College,Palmer ,Colorado Springs,Colorado,/players/j/jacksre01.html
Stanley Jackson,1993,1994,1,1970-10-10,Shooting Guard,Guard,2.2,1.6,0.9,51.5,17.8,0.2,75.0,185.0,Right,0.0,University of Alabama at Birmingham,Valley ,Valley,Alabama,/players/j/jacksst01.html
Stephen Jackson,2000,2014,14,1978-04-05,Power Forward,Forward,15.1,3.9,3.1,41.4,14.3,36.1,80.0,218.0,Right,0.0,Butler County Community College,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/j/jacksst02.html
Tony Jackson,1967,1969,2,1942-11-07,Shooting Guard,Guard,15.9,5.4,2.0,37.5,17.3,10.5,76.0,200.0,Right,0.0,St. John's University,Thomas Jefferson ,Brooklyn,New York,/players/j/jacksto01.html
Tony Jackson,1980,1981,1,1958-01-17,Point Guard,Guard,1.0,1.0,1.0,33.3,12.9,0.0,72.0,170.0,Right,0.0,Florida State University,Bryan Station ,Lexington,Kentucky,/players/j/jacksto02.html
Tracy Jackson,1981,1984,3,1959-04-21,Shooting Guard,Guard,5.4,1.9,1.0,46.3,11.8,2.4,78.0,205.0,Right,0.0,University of Notre Dame,Paint Branch ,Burtonsville,Maryland,/players/j/jackstr01.html
Wardell Jackson,1974,1975,1,1951-07-18,Small Forward,Forward,4.3,2.4,0.5,39.7,7.0,0.3,79.0,200.0,Right,0.0,Ohio State University,Macomber ,Toledo,Ohio,/players/j/jackswa01.html
Fred Jacobs,1946,1947,1,1922-12-02,Small Forward,Forward,2.8,,0.3,27.5,,0.7,75.0,175.0,Right,0.0,University of Denver,,,,/players/j/jacobfr01.html
Casey Jacobsen,2002,2008,6,1981-03-19,Shooting Guard,Guard,5.2,1.8,1.1,39.3,9.2,6.2,78.0,215.0,Right,0.0,Stanford University,Glendora ,Glendora,California,/players/j/jacobca01.html
Sam Jacobson,1998,2001,3,1975-07-22,Point Guard,Guard,4.2,1.2,0.5,51.1,11.2,1.1,76.0,215.0,Right,0.0,University of Minnesota,Park-Cottage Grove ,Cottage Grove,Minnesota,/players/j/jacobsa01.html
Dave Jamerson,1990,1994,4,1967-08-13,Shooting Guard,Guard,3.4,0.9,0.7,39.2,12.0,0.2,77.0,190.0,Right,0.0,Ohio University,Stow ,Stow,Ohio,/players/j/jamerda01.html
Aaron James,1974,1979,5,1952-10-05,Small Forward,Forward,10.8,4.1,1.0,48.1,13.6,13.1,80.0,210.0,Right,0.0,Grambling State University,Walter Cohen ,New Orleans,Louisiana,/players/j/jamesaa01.html
Bernard James,2012,2015,3,1985-02-07,Center,Center,2.2,2.3,0.1,49.7,13.8,1.9,82.0,240.0,Left,0.0,Florida State University,Windsor Forest ,Savannah,Georgia,/players/j/jamesbe01.html
Billy James,1973,1974,1,1950-02-11,Point Guard,Guard,2.0,0.0,1.0,33.3,-4.8,0.0,75.0,185.0,Right,0.0,Marshall University,Scottsburgh ,Scottsburgh,Indiana,/players/j/jamesbi01.html
Damion James,2010,2014,4,1987-10-07,Small Forward,Forward,3.8,3.4,0.7,41.5,8.5,0.0,79.0,225.0,Right,0.0,University of Texas at Austin,Nacogdoches ,Nacogdoches,Texas,/players/j/jamesda01.html
Gene James,1948,1951,3,1925-02-15,Small Forward,Forward,3.4,2.9,1.1,33.4,,0.8,76.0,180.0,Right,0.0,Marshall University,Stonewall Jackson ,Charleston,West Virginia,/players/j/jamesge01.html
Henry James,1990,1998,8,1965-07-29,Small Forward,Forward,6.1,1.5,0.4,41.4,11.3,3.5,80.0,220.0,Right,0.0,"South Plains College, St. Mary's University",North Side ,Fort Wayne,Indiana,/players/j/jameshe01.html
Jerome James,1998,2009,11,1975-11-17,Center,Center,4.3,3.1,0.3,48.5,10.6,2.9,84.0,300.0,Right,0.0,Florida Agricultural and Mechanical University,Pentacostal Christian Academy ,Tampa,Florida,/players/j/jamesje01.html
LeBron James,2003,2019,16,1984-12-30,Power Forward,Forward,27.2,7.4,7.2,50.4,27.6,226.6,80.0,250.0,Right,0.0,,Saint Vincent-Saint Mary ,Akron,Ohio,/players/j/jamesle01.html
Mike James,2001,2014,13,1975-06-23,Point Guard,Guard,9.9,2.2,3.5,41.7,14.0,22.3,74.0,188.0,Right,0.0,Duquesne University,Amityville Memorial ,Amityville,New York,/players/j/jamesmi01.html
Mike James,2017,2018,1,1990-08-18,Point Guard,Guard,9.3,2.5,3.5,38.3,13.9,0.2,73.0,189.0,Right,0.0,Lamar University,Grant ,Portland,Oregon,/players/j/jamesmi02.html
Tim James,1999,2002,3,1976-12-26,Small Forward,Forward,1.6,1.1,0.3,32.9,6.3,0.0,79.0,212.0,Right,0.0,University of Miami,Miami Northwestern ,Miami,Florida,/players/j/jamesti01.html
Antawn Jamison,1998,2014,16,1976-06-12,Power Forward,Forward,18.5,7.5,1.6,45.1,18.1,87.8,80.0,223.0,Right,0.0,University of North Carolina,Providence ,Charlotte,North Carolina,/players/j/jamisan01.html
Harold Jamison,1999,2002,3,1976-11-20,Power Forward,Forward,1.9,1.6,0.3,46.0,11.7,0.4,80.0,260.0,Right,0.0,Clemson University,Holy-Hill Roberts ,Vance,South Carolina,/players/j/jamisha01.html
John Janisch,1946,1948,2,1920-03-15,Small Forward,Forward,10.5,,0.7,28.8,,6.0,75.0,200.0,Right,0.0,Valparaiso University,,,,/players/j/janisjo01.html
Howie Janotta,1949,1950,1,1924-10-19,Small Forward,Forward,3.4,,0.4,30.0,,0.2,75.0,185.0,Right,0.0,Seton Hall University,,,,/players/j/janotho01.html
Marko Jaric,2002,2009,7,1978-10-12,Point Guard,Guard,7.1,2.7,3.6,40.4,12.0,12.1,79.0,198.0,Right,0.0,,,,,/players/j/jaricma01.html
Tony Jaros,1946,1951,5,1920-02-22,Small Forward,Forward,5.4,2.1,0.9,30.6,,8.5,75.0,185.0,Right,0.0,University of Minnesota,Edison ,Minneapolis,Minnesota,/players/j/jarosto01.html
Jim Jarvis,1967,1969,2,1943-03-03,Point Guard,Guard,5.8,1.9,1.2,37.4,10.2,0.9,73.0,175.0,Right,0.0,Oregon State University,Roseburg ,Roseburg,Oregon,/players/j/jarviji01.html
Sarunas Jasikevicius,2005,2007,2,1976-03-05,Point Guard,Guard,6.8,1.6,2.9,39.7,12.7,4.5,76.0,195.0,Right,0.0,University of Maryland,Solanco ,Quarryville,Pennsylvania,/players/j/jasiksa01.html
Nathan Jawai,2008,2010,2,1986-10-10,Power Forward,Forward,2.8,2.4,0.5,43.5,10.2,0.2,82.0,280.0,Right,0.0,Midland College,Australian Institute of Sport ,Canberra,Australia,/players/j/jawaina01.html
Buddy Jeannette,1947,1950,3,1917-09-15,Point Guard,Guard,7.2,,2.1,34.1,,15.7,71.0,175.0,Right,1.0,Washington & Jefferson College,New Kensington ,New Kensington,Pennsylvania,/players/j/jeannbu01.html
Abdul Jeelani,1979,1981,2,1954-02-10,Small Forward,Forward,9.0,3.5,1.1,47.3,17.2,5.4,80.0,210.0,Right,0.0,University of Wisconsin-Parkside,Washington Park ,Racine,Wisconsin,/players/j/jeelaab01.html
Chris Jefferies,2002,2004,2,1980-02-13,Small Forward,Forward,3.9,1.2,0.4,38.3,7.2,-0.5,80.0,225.0,Right,0.0,"University of Arkansas, California State University, Fresno",Washington Union ,Fresno,California,/players/j/jeffech01.html
Othyus Jeffers,2009,2014,5,1985-08-05,Shooting Guard,Guard,3.8,2.6,0.6,46.0,12.7,0.8,77.0,200.0,Right,0.0,"University of Illinois at Chicago, Robert Morris University (IL)",Hubbard ,Chicago,Illinois,/players/j/jeffeot01.html
Al Jefferson,2004,2018,14,1985-01-04,Power Forward,Forward,15.7,8.4,1.5,49.9,20.6,71.0,82.0,289.0,Right,0.0,,Prentiss ,Prentiss,Mississippi,/players/j/jeffeal01.html
Amile Jefferson,2018,2019,1,1993-05-07,Power Forward,Forward,2.3,1.8,0.3,62.5,21.1,0.4,81.0,222.0,Right,0.0,Duke University,Friends' Central ,Wynnewood,Pennsylvania,/players/j/jeffeam01.html
Cory Jefferson,2014,2016,2,1990-12-26,Power Forward,Forward,3.5,2.8,0.3,44.4,13.2,0.9,81.0,218.0,Right,0.0,Baylor University,Killeen ,Killeen,Texas,/players/j/jeffeco01.html
Dontell Jefferson,2008,2009,1,1983-12-15,Shooting Guard,Guard,4.8,2.0,1.5,50.0,12.7,0.2,77.0,195.0,Right,0.0,University of Arkansas,Stephenson ,Stone Mountain,Georgia,/players/j/jeffedo01.html
Richard Jefferson,2001,2018,17,1980-06-21,Small Forward,Forward,12.6,4.0,2.0,46.4,14.4,83.0,79.0,233.0,Right,0.0,University of Arizona,Moon Valley ,Phoenix,Arizona,/players/j/jefferi01.html
Jared Jeffries,2002,2013,11,1981-11-25,Power Forward,Forward,4.8,4.1,1.3,42.6,9.6,13.1,83.0,230.0,Right,0.0,Indiana University,Bloomington North ,Bloomington,Indiana,/players/j/jeffrja01.html
Charles Jenkins,2011,2013,2,1989-02-28,Point Guard,Guard,3.7,0.9,1.9,43.4,10.7,0.5,75.0,220.0,Right,0.0,Hofstra University,Springfield Gardens ,Queens,New York,/players/j/jenkich01.html
Horace Jenkins,2004,2005,1,1974-10-14,Point Guard,Guard,2.8,0.6,0.6,33.3,10.2,0.0,73.0,180.0,Right,0.0,William Paterson University,Elizabeth ,Elizabeth,New Jersey,/players/j/jenkiho01.html
John Jenkins,2012,2019,7,1991-03-06,Shooting Guard,Guard,5.0,1.5,0.8,44.1,11.7,3.0,76.0,215.0,Right,0.0,Vanderbilt University,Station Camp ,Hendersonville,Tennessee,/players/j/jenkijo01.html
Brandon Jennings,2009,2018,9,1989-09-23,Point Guard,Guard,14.1,3.0,5.7,38.7,15.7,29.9,73.0,170.0,Left,0.0,,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/j/jennibr01.html
Keith Jennings,1992,1995,3,1968-11-02,Point Guard,Guard,6.6,1.5,3.7,43.6,15.5,7.7,67.0,160.0,Right,0.0,East Tennessee State University,Culpepper ,Culpepper,Virginia,/players/j/jennike01.html
Chris Jent,1993,1997,4,1970-01-11,Small Forward,Forward,6.2,2.7,1.3,46.9,11.6,0.2,79.0,220.0,Right,0.0,Ohio State University,Sparta ,Sparta,New Jersey,/players/j/jentch01.html
Les Jepsen,1990,1992,2,1967-06-24,Center,Center,1.0,1.3,0.0,33.3,8.8,0.1,84.0,237.0,Right,0.0,University of Iowa,Bowbells ,Bowbells,North Dakota,/players/j/jepsele01.html
Jonas Jerebko,2009,2019,10,1987-03-02,Power Forward,Forward,6.2,4.0,0.8,45.7,13.2,25.8,82.0,231.0,Right,0.0,,,,,/players/j/jerebjo01.html
Grant Jerrett,2014,2015,1,1993-07-08,Power Forward,Forward,2.0,1.1,0.4,26.9,1.5,-0.1,82.0,235.0,Right,0.0,University of Arizona,Lutheran ,La Verne,California,/players/j/jerregr01.html
Eugene Jeter,2010,2011,1,1983-12-02,Point Guard,Guard,4.1,1.1,2.6,40.9,11.1,0.7,71.0,175.0,Right,0.0,University of Portland,Junipero Serra ,Gardena,California,/players/j/jetereu01.html
Hal Jeter,1969,1970,1,1945-05-17,Point Guard,Guard,0.4,0.2,0.0,25.0,-15.2,0.0,75.0,190.0,Right,0.0,Drake University,,,,/players/j/jeterha01.html
Yi Jianlian,2007,2012,5,1987-10-27,Power Forward,Forward,7.9,4.9,0.7,40.4,11.2,3.1,84.0,240.0,Right,0.0,,,,,/players/j/jianlyi01.html
Britton Johnsen,2003,2005,2,1979-07-08,Center,Center,2.1,2.1,0.6,28.4,2.1,-0.7,82.0,210.0,Right,0.0,University of Utah,Murray ,Murray,Utah,/players/j/johnsbr01.html
Alexander Johnson,2006,2008,2,1983-02-08,Power Forward,Forward,4.3,2.7,0.3,51.7,11.4,1.5,81.0,240.0,Right,0.0,Florida State University,Dougherty Comprehensive ,Albany,Georgia,/players/j/johnsal01.html
Alize Johnson,2018,2019,1,1996-04-22,Power Forward,Forward,0.9,1.4,0.1,25.0,6.3,0.0,81.0,212.0,Right,0.0,Missouri State,St. John Neumann HS ,Williamsport,Pennsylvania,/players/j/johnsal02.html
Amir Johnson,2005,2019,14,1987-05-01,Center,Center,7.0,5.4,1.2,57.0,15.8,55.3,81.0,240.0,Right,0.0,,Westchester ,Los Angeles,California,/players/j/johnsam01.html
Andy Johnson,1958,1962,4,1932-11-08,Power Forward,Forward,9.8,4.1,2.3,39.2,11.0,7.9,77.0,215.0,Right,0.0,University of Portland,North Hollywood ,North Hollywood,California,/players/j/johnsan01.html
Anthony Johnson,1997,2010,13,1974-10-02,Point Guard,Guard,5.6,1.7,2.9,41.4,11.2,23.2,75.0,190.0,Right,0.0,College of Charleston,Stall ,Charleston,South Carolina,/players/j/johnsan02.html
Armon Johnson,2010,2012,2,1989-02-23,Point Guard,Guard,3.3,1.0,1.2,45.8,10.4,-0.1,75.0,195.0,Left,0.0,"University of Nevada, Reno",Hug ,Reno,Nevada,/players/j/johnsar02.html
Arnie Johnson,1948,1953,5,1920-05-16,Small Forward,Forward,8.7,6.2,2.2,41.8,16.0,39.3,77.0,236.0,Right,0.0,Bemidji State University,,,,/players/j/johnsar01.html
Avery Johnson,1988,2004,16,1965-03-25,Point Guard,Guard,8.4,1.7,5.5,47.9,14.5,56.5,70.0,175.0,Left,0.0,"Cameron University, Southern University and A&M College",Saint Augustine ,New Orleans,Louisiana,/players/j/johnsav01.html
B.J. Johnson,2018,2019,1,1995-12-21,Small Forward,Forward,3.3,1.1,0.0,50.0,12.8,0.1,79.0,200.0,Left,0.0,"Syracuse University, La Salle University",Lower Merion HS ,Ardmore,Pennsylvania,/players/j/johnsbj01.html
Brice Johnson,2016,2018,2,1994-06-27,Power Forward,Forward,2.2,1.6,0.1,44.9,18.1,0.1,82.0,230.0,Right,0.0,University of North Carolina,Edisto ,Cordova,South Carolina,/players/j/johnsbr02.html
Buck Johnson,1986,1993,7,1964-01-03,Small Forward,Forward,9.1,3.5,1.7,48.8,11.9,20.8,79.0,190.0,Right,0.0,University of Alabama,Hayes ,Birmingham,Alabama,/players/j/johnsbu01.html
Carldell Johnson,2011,2012,1,1983-01-28,Point Guard,Guard,1.8,0.6,1.5,31.4,8.9,0.0,70.0,180.0,Right,0.0,University of Alabama at Birmingham,Marion Abramson ,New Orleans,Louisiana,/players/j/johnsca01.html
Charles Johnson,1972,1979,7,1949-03-31,Point Guard,Guard,8.1,2.5,1.9,42.9,12.5,13.4,72.0,170.0,Right,0.0,University of California,Sequoia ,Redwood City,California,/players/j/johnsch01.html
Cheese Johnson,1979,1980,1,1957-09-07,Small Forward,Forward,3.0,1.6,0.2,40.0,9.4,0.0,78.0,195.0,Right,0.0,Wichita State University,Haaren ,New York,New York,/players/j/johnsch02.html
Chris Johnson,2010,2013,3,1985-07-15,Center,Center,2.9,1.9,0.2,56.2,14.3,1.5,83.0,210.0,Right,0.0,Louisiana State University,Laurinburg Institute ,Laurinburg,North Carolina,/players/j/johnsch03.html
Chris Johnson,2012,2016,4,1990-04-29,Small Forward,Forward,4.4,2.0,0.6,39.2,9.7,3.5,78.0,206.0,Left,0.0,University of Dayton,Brookhaven ,Columbus,Ohio,/players/j/johnsch04.html
Clay Johnson,1981,1984,3,1956-07-18,Shooting Guard,Guard,2.8,1.2,0.6,41.0,9.1,0.7,76.0,175.0,Right,0.0,University of Missouri,Manual ,Kansas City,Missouri,/players/j/johnscl02.html
Clemon Johnson,1978,1988,10,1956-09-12,Center,Center,5.4,4.6,1.0,49.2,12.7,25.5,82.0,240.0,Right,0.0,Florida Agricultural and Mechanical University,Florida A&M University High School ,Tallahassee,Florida,/players/j/johnscl01.html
Dakari Johnson,2017,2018,1,1995-09-22,Center,Center,1.8,1.1,0.3,56.4,16.4,0.6,84.0,255.0,Right,0.0,University of Kentucky,Montverde Academy ,Montverde,Florida,/players/j/johnsda04.html
Darryl Johnson,1995,1996,1,1965-10-26,Point Guard,Guard,1.1,0.2,0.1,41.7,9.7,0.0,73.0,170.0,Right,0.0,Michigan State University,Flint Central ,Flint,Michigan,/players/j/johnsda02.html
Dave Johnson,1992,1994,2,1970-11-16,Shooting Guard,Guard,3.5,1.1,0.3,36.5,7.5,-0.3,79.0,210.0,Right,0.0,Syracuse University,Maine Central Institute ,Pittsfield,Maine,/players/j/johnsda01.html
DeMarco Johnson,1999,2000,1,1975-10-06,Power Forward,Forward,1.2,1.4,0.0,33.3,0.5,-0.1,81.0,245.0,Right,0.0,University of North Carolina at Charlotte,North Mecklenburg ,Charlotte,North Carolina,/players/j/johnsde02.html
Dennis Johnson,1976,1990,14,1954-09-18,Shooting Guard,Guard,14.1,3.9,5.0,44.5,14.6,82.6,76.0,185.0,Right,1.0,Pepperdine University,Dominguez ,Compton,California,/players/j/johnsde01.html
DerMarr Johnson,2000,2008,8,1980-05-05,Small Forward,Forward,6.2,2.2,0.9,41.1,11.0,6.4,81.0,201.0,Right,0.0,University of Cincinnati,Maine Central Institute ,Pittsfield,Maine,/players/j/johnsde03.html
Ed Johnson,1968,1971,3,1944-06-17,Center,Center,12.3,10.2,1.1,47.4,14.0,8.5,80.0,205.0,Right,0.0,Tennessee State University,David T. Howard ,Atlanta,Georgia,/players/j/johnsed01.html
Eddie Johnson,1977,1987,10,1955-02-24,Shooting Guard,Guard,15.1,2.3,5.1,47.6,16.0,41.0,74.0,180.0,Right,0.0,Auburn University,Lake Weir ,Summerfield,Florida,/players/j/johnsed02.html
Eddie Johnson,1981,1999,18,1959-05-01,Small Forward,Forward,16.0,4.0,2.1,47.2,15.9,65.6,79.0,215.0,Right,0.0,University of Illinois at Urbana-Champaign,Westinghouse ,Chicago,Illinois,/players/j/johnsed03.html
Eric Johnson,1989,1990,1,1966-02-07,Point Guard,Guard,1.1,0.6,1.3,23.8,4.6,-0.4,74.0,205.0,Right,0.0,"Baylor University, University of Nebraska",Franklin D. Roosevelt ,Brooklyn,New York,/players/j/johnser01.html
Ervin Johnson,1993,2006,13,1967-12-21,Center,Center,4.1,6.1,0.5,50.5,12.2,37.8,83.0,245.0,Right,0.0,University of New Orleans,Block ,Jonesville,Louisiana,/players/j/johnser02.html
Frank Johnson,1981,1994,13,1958-11-23,Point Guard,Guard,8.3,1.7,4.2,43.9,12.7,17.2,73.0,185.0,Right,0.0,Wake Forest University,Lake Weir ,Summerfield,Florida,/players/j/johnsfr01.html
George Johnson,1970,1974,4,1947-06-19,Center,Center,3.7,5.0,0.6,44.9,8.6,3.0,83.0,245.0,Right,0.0,Stephen F. Austin State University,,,,/players/j/johnsge01.html
George Johnson,1972,1986,14,1948-12-18,Center,Center,4.8,6.5,1.0,45.1,12.4,33.0,83.0,205.0,Right,0.0,Dillard University,Gulledge ,Tylertown,Mississippi,/players/j/johnsge02.html
George Johnson,1978,1986,8,1956-12-08,Power Forward,Forward,9.1,5.6,1.8,46.3,14.0,14.1,79.0,210.0,Right,0.0,St. John's University,New Utrecht ,Brooklyn,New York,/players/j/johnsge03.html
Gus Johnson,1963,1973,10,1938-12-13,Small Forward,Forward,16.2,12.1,2.5,44.0,16.7,36.9,78.0,230.0,Right,1.0,University of Idaho,Central ,Akron,Ohio,/players/j/johnsgu01.html
Harold Johnson,1946,1947,1,1920-01-30,Center,Center,0.6,,0.4,20.0,,0.4,78.0,240.0,Right,0.0,Indiana State University,,,,/players/j/johnsha01.html
Ivan Johnson,2011,2013,2,1984-04-10,Power Forward,Forward,6.5,3.9,0.6,51.7,15.1,4.5,80.0,230.0,Right,0.0,"University of Oregon, California State University, San Bernardino",Fox Tech ,San Antonio,Texas,/players/j/johnsiv01.html
JaJuan Johnson,2011,2012,1,1989-02-08,Power Forward,Forward,3.2,1.6,0.2,44.6,11.4,0.2,82.0,221.0,Right,0.0,Purdue University,Franklin Central ,Indianapolis,Indiana,/players/j/johnsja02.html
James Johnson,2009,2019,10,1987-02-20,Power Forward,Forward,7.9,3.6,2.1,47.7,14.5,23.5,80.0,240.0,Right,0.0,Wake Forest University,Cheyenne East ,Cheyenne,Wyoming,/players/j/johnsja01.html
Joe Johnson,2001,2018,17,1981-06-29,Shooting Guard,Guard,16.0,4.0,3.9,44.1,15.4,82.8,79.0,240.0,Right,0.0,University of Arkansas,Little Rock Central ,Little Rock,Arkansas,/players/j/johnsjo02.html
John Johnson,1970,1982,12,1947-10-18,Small Forward,Forward,12.9,5.5,3.8,44.6,14.1,37.1,79.0,200.0,Right,0.0,University of Iowa,Messmer ,Milwaukee,Wisconsin,/players/j/johnsjo01.html
